Device_ID,Device_type,Device,Site,Ambient,DevicexAmbient,Checkin,Checkout,Duration,Pre-classification,Class,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,Species,Live_mass,Body_length,Body_width
ID1_0348,ID,ID1,Site1,Maize,IDxMaize,2023-09-01 19:39:42.623,2023-09-01 19:40:59.780,00:01:17.157000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025
ID1_0354,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 09:05:37.351,2023-09-02 09:06:06.412,00:00:29.061000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025
ID1_0356,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 09:06:22.322,2023-09-02 09:06:26.747,00:00:04.425000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025
ID1_0357,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 09:06:31.116,2023-09-02 09:06:44.156,00:00:13.040000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025
ID1_0358,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 09:16:40.411,2023-09-02 09:19:04.900,00:02:24.489000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025
ID1_0359,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 09:25:59.531,2023-09-02 09:26:03.940,00:00:04.409000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025
ID1_0360,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 09:26:06.803,2023-09-02 09:26:44.651,00:00:37.848000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025
ID1_0361,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 09:37:44.202,2023-09-02 09:37:54.311,00:00:10.109000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0364,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 12:17:38.183,2023-09-02 12:18:09.740,00:00:31.557000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0366,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 12:21:21.239,2023-09-02 12:21:25.652,00:00:04.413000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0367,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 12:22:44.216,2023-09-02 12:22:48.529,00:00:04.313000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0370,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 12:27:45.473,2023-09-02 12:27:49.868,00:00:04.395000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0372,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 13:02:07.383,2023-09-02 13:02:11.732,00:00:04.349000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0373,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 13:02:13.183,2023-09-02 13:02:33.395,00:00:20.212000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0374,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 13:02:36.191,2023-09-02 13:02:41.946,00:00:05.755000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0375,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 13:04:27.285,2023-09-02 13:04:38.769,00:00:11.484000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0376,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 13:24:47.553,2023-09-02 13:25:06.421,00:00:18.868000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0379,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 14:02:53.569,2023-09-02 14:03:16.609,00:00:23.040000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0380,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 14:03:26.722,2023-09-02 14:03:36.806,00:00:10.084000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0381,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 14:15:29.492,2023-09-02 14:15:32.356,00:00:02.864000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0383,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 17:21:32.999,2023-09-02 17:22:05.099,00:00:32.100000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0386,ID,ID1,Site1,Maize,IDxMaize,2023-09-02 17:26:36.068,2023-09-02 17:26:43.217,00:00:07.149000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0394,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:07:03.959,2023-09-03 12:07:16.817,00:00:12.858000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0395,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:07:33.541,2023-09-03 12:07:42.072,00:00:08.531000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0398,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:11:54.016,2023-09-03 12:12:01.276,00:00:07.260000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0399,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:13:21.088,2023-09-03 12:13:31.271,00:00:10.183000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0400,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:13:55.666,2023-09-03 12:14:14.777,00:00:19.111000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0401,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:14:17.630,2023-09-03 12:14:58.416,00:00:40.786000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0402,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:19:02.173,2023-09-03 12:19:09.519,00:00:07.346000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0403,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:19:18.146,2023-09-03 12:21:30.230,00:02:12.084000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0404,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:20:04.546,2023-09-03 12:20:08.933,00:00:04.387000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0405,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:21:31.693,2023-09-03 12:21:39.035,00:00:07.342000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0406,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:22:03.343,2023-09-03 12:22:55.501,00:00:52.158000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0407,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:22:56.958,2023-09-03 12:23:17.327,00:00:20.369000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0408,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:24:04.309,2023-09-03 12:24:49.200,00:00:44.891000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0409,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:25:34.811,2023-09-03 12:25:49.245,00:00:14.434000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0410,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:25:52.126,2023-09-03 12:26:25.393,00:00:33.267000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0411,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:28:07.893,2023-09-03 12:28:13.750,00:00:05.857000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0412,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:28:42.143,2023-09-03 12:28:47.952,00:00:05.809000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0413,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:29:20.748,2023-09-03 12:29:28.038,00:00:07.290000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0414,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:29:29.504,2023-09-03 12:29:32.387,00:00:02.883000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0415,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:29:33.829,2023-09-03 12:29:46.853,00:00:13.024000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0416,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:29:49.691,2023-09-03 12:30:08.652,00:00:18.961000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0417,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:30:11.541,2023-09-03 12:30:43.467,00:00:31.926000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0418,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:30:44.913,2023-09-03 12:31:18.608,00:00:33.695000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0419,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:30:56.562,2023-09-03 12:31:18.623,00:00:22.061000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0420,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:31:31.639,2023-09-03 12:32:07.840,00:00:36.201000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0421,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:32:54.955,2023-09-03 12:32:57.853,00:00:02.898000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0422,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:33:58.124,2023-09-03 12:34:02.597,00:00:04.473000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0423,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:34:06.900,2023-09-03 12:34:28.582,00:00:21.682000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0424,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:34:47.217,2023-09-03 12:35:59.959,00:01:12.742000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0425,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:36:02.849,2023-09-03 12:36:05.840,00:00:02.991000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0426,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:36:08.702,2023-09-03 12:36:11.603,00:00:02.901000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0427,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:36:13.089,2023-09-03 12:36:55.159,00:00:42.070000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0428,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:37:19.558,2023-09-03 12:37:25.393,00:00:05.835000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0429,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:37:26.822,2023-09-03 12:37:41.347,00:00:14.525000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0430,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:37:44.211,2023-09-03 12:37:48.548,00:00:04.337000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0431,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:37:50.011,2023-09-03 12:38:07.552,00:00:17.541000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0432,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:38:59.133,2023-09-03 12:39:02.013,00:00:02.880000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0433,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 12:40:27.631,2023-09-03 12:41:03.808,00:00:36.177000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0435,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 13:04:17.924,2023-09-03 13:06:26.893,00:02:08.969000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0436,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 13:08:41.419,2023-09-03 13:09:22.444,00:00:41.025000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0437,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 13:13:06.497,2023-09-03 13:13:21.007,00:00:14.510000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0438,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 13:13:41.111,2023-09-03 13:14:36.219,00:00:55.108000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0440,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 13:15:46.163,2023-09-03 13:16:02.091,00:00:15.928000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0441,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 13:23:49.142,2023-09-03 13:24:26.749,00:00:37.607000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0442,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 13:25:23.803,2023-09-03 13:26:26.268,00:01:02.465000,bee,Insecta,Hymenoptera,Apocrita,Aculeata,Apoidea,#N/C,#N/C,#N/C,#N/C,64.4823076923077,8.925897435897436,3.27948717948718
ID1_0444,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:05:34.852,2023-09-03 14:05:39.252,00:00:04.400000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0445,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:05:40.696,2023-09-03 14:06:12.631,00:00:31.935000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0446,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:13:47.672,2023-09-03 14:14:41.240,00:00:53.568000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0447,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:14:44.116,2023-09-03 14:14:47.095,00:00:02.979000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0448,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:14:49.960,2023-09-03 14:14:54.333,00:00:04.373000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0449,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:17:13.140,2023-09-03 14:17:19.000,00:00:05.860000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0450,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:18:20.492,2023-09-03 14:18:59.756,00:00:39.264000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0451,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:19:34.021,2023-09-03 14:20:03.008,00:00:28.987000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0452,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:24:26.748,2023-09-03 14:24:32.601,00:00:05.853000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0453,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:27:01.027,2023-09-03 14:27:15.509,00:00:14.482000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0454,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:29:08.369,2023-09-03 14:29:43.002,00:00:34.633000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0455,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:31:15.719,2023-09-03 14:31:37.587,00:00:21.868000,other,Insecta,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,24.284088427947573,6.536784934497831,2.114448689956332
ID1_0456,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 14:38:42.992,2023-09-03 14:38:48.828,00:00:05.836000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0458,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 17:11:37.530,2023-09-03 17:11:40.409,00:00:02.879000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0459,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 17:13:13.281,2023-09-03 17:13:39.201,00:00:25.920000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0460,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 17:13:53.471,2023-09-03 17:14:19.161,00:00:25.690000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0461,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 17:16:20.511,2023-09-03 17:16:32.173,00:00:11.662000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0462,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 17:20:06.101,2023-09-03 17:20:11.895,00:00:05.794000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,8.4004979253112,5.45134854771784,1.7163070539419094
ID1_0464,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 17:24:36.901,2023-09-03 17:24:48.521,00:00:11.620000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0469,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 18:21:39.265,2023-09-03 18:21:53.702,00:00:14.437000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025
ID1_0471,ID,ID1,Site1,Maize,IDxMaize,2023-09-03 18:29:26.002,2023-09-03 18:29:43.464,00:00:17.462000,bug,Insecta,Hemiptera,Heteroptera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,13.876018306636158,6.149816933638447,2.2683752860411897
ID1_0481,ID,ID1,Site1,Maize,IDxMaize,2023-09-04 09:26:58.947,2023-09-04 09:27:09.000,00:00:10.053000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,8.696344827586204,5.522551724137931,1.7546666666666675
ID1_0484,ID,ID1,Site1,Maize,IDxMaize,2023-09-04 09:32:42.121,2023-09-04 09:32:50.792,00:00:08.671000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025
ID1_0485,ID,ID1,Site1,Maize,IDxMaize,2023-09-04 09:33:07.916,2023-09-04 09:33:10.752,00:00:02.836000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025
ID1_0490,ID,ID1,Site1,Maize,IDxMaize,2023-09-04 12:05:26.560,2023-09-04 12:05:30.919,00:00:04.359000,ladybug,Insecta,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,#N/C,#N/C,#N/C,8.395714285714286,4.155,2.3153571428571422
